,frameNum,carId,carCenterXm,carCenterYm,speed(m/s),heading,laneId,angle,cos,sin,speedX,speedY,distanceX2,distanceY2,distance2,distance,newspeedX,newspeedY,newspeed1,newspeedminus,2DTTC,distanceneat,TA,DA,AA
22,2,41,204.9924756,31.15081737,14.39808208,359.4389592,5,0.5610408,0.846701794,0.532067733,12.19088192,7.660754894,23091.21245,11.9799188,23103.19237,151.9973433,-6.19730996,3.364226462,49.72467042,7.051572195,21.55509993,147.9973433,0,0,0
23,2,20,200.8613636,27.52213793,14.69752756,359.6000927,4,0.3999073,0.921097089,0.389332958,13.53784985,5.722231884,21852.76808,0.028048716,21852.79613,147.8269128,-4.850342029,1.425703452,25.55844813,5.055536384,29.24059912,143.8269128,0,0,0
24,2,15,148.2175988,28.08039631,16.5080027,359.6135918,4,0.3864082,0.926268652,0.376863881,15.2908454,6.221269973,9059.813594,0.152709688,9059.966303,95.18385527,-3.097346481,1.924741541,13.29818522,3.646667687,26.10159834,91.18385527,0,0,0
25,2,1,86.80917744,32.54646332,14.38872154,359.5999932,5,0.4000068,0.921058346,0.389424606,13.25285206,5.60332221,1140.725748,23.58897133,1164.314719,34.1220562,-5.13533982,1.306793777,28.07942504,5.299002268,6.439336024,30.1220562,0,0,0
0,3,11,74.75079652,27.35466042,19.80062355,359.5156036,4,0.4843964,0.884956191,0.465674285,17.5226844,9.220641209,491.192253,0.152709681,491.3449627,22.16630241,-0.865507479,4.924112777,24.99598984,4.999598968,4.433616087,18.16630241,0,0,0
1,3,6,51.75055145,32.04403079,14.985,359.6298885,5,0.3701115,0.93228702,0.361719384,13.97032099,5.420364972,0.701217926,18.47787178,19.1790897,4.37939376,-4.417870891,1.12383654,20.78059178,4.558573437,0.960693914,0.37939376,1,1,1
2,3,48,278.1801487,27.74544128,10.50661176,359.5739959,4,0.4260041,0.910624262,0.413235348,9.567575585,4.341703364,50891.84507,0,50891.84507,225.5922097,-8.820616297,0.045174932,77.80531262,8.820731978,25.57522553,221.5922097,0,0,0
3,3,31,227.211159,26.01484032,12.89058441,359.9224534,3,0.0775466,0.996994769,0.077468903,12.85184522,0.998619428,30493.26896,2.994979683,30496.26394,174.6317953,-5.536346657,-3.297909004,41.52733811,6.444170863,27.09918763,170.6317953,0,0,0
4,3,18,127.2270839,23.22354844,12.5874,359.6493418,3,0.3506582,0.939146814,0.343516028,11.82141661,4.323973654,5571.00195,20.44751486,5591.449465,74.77599524,-6.566775274,0.027445222,43.12329074,6.566832626,11.38691962,70.77599524,0,0,0
5,3,0,52.1413323,12.72829097,8.06966946,32.24433953,2,32.24433953,0.676046011,0.73685941,5.45546785,5.946211881,0.199457553,225.5148034,225.714261,15.02378983,-12.93272403,1.649683449,169.9768064,13.03751534,1.152350692,11.02378983,0,0,0
6,3,41,204.4900431,31.15081737,14.39808208,359.4389592,5,0.5610408,0.846701794,0.532067733,12.19088192,7.660754894,23074.24923,11.59658631,23085.84581,151.9402705,-6.19730996,3.364226462,49.72467042,7.051572195,21.5470063,147.9402705,0,0,0
7,3,42,154.0793117,30.98333986,14.68835784,359.6941192,5,0.3058808,0.953582084,0.301133207,14.00655489,4.423152302,10300.49873,10.48398721,10310.98272,101.5430092,-4.381636996,0.12662387,19.21477637,4.383466251,23.16500308,97.5430092,0,0,0
8,3,19,132.1397576,31.70907576,14.0859,359.4346096,5,0.5653904,0.84437951,0.535745503,11.89384534,7.546457575,6328.491841,15.71039829,6344.202239,79.65050056,-6.494346545,3.249929143,52.73857648,7.262133053,10.96792085,75.65050056,0,0,0
9,3,26,238.3763265,24.11676184,8.990999999,359.8388151,3,0.1611849,0.987037814,0.16048786,8.874456987,1.44294635,34517.32493,13.16731448,34530.49224,185.8238204,-9.513734895,-2.853582082,98.65408234,9.932476144,18.70871047,181.8238204,0,0,0
10,3,12,52.58793901,27.74544128,18.88347842,0.229538798,4,0.229538798,0.973771435,0.227528442,18.38819188,4.296528432,0,0,0,0,0,0,0,0,,-4,0,0,0
11,3,1,86.53004825,32.65811497,14.38872154,359.5999932,5,0.4000068,0.921058346,0.389424606,13.25285206,5.60332221,1152.06678,24.13436278,1176.201142,34.29578899,-5.13533982,1.306793777,28.07942504,5.299002268,6.472121968,30.29578899,0,0,0
12,3,39,203.5968297,23.44685179,12.59096735,359.6601881,3,0.3398119,0.942817378,0.333309754,11.87098282,4.196692231,22803.68507,18.4778716,22822.16294,151.0700597,-6.517209061,-0.099836201,42.48398121,6.517973704,23.17745768,147.0700597,0,0,0
13,3,8,113.438102,32.26733412,13.79922428,359.4950532,5,0.5049468,0.875200212,0.48376088,12.07708401,6.675524886,3702.742336,20.44751486,3723.189851,61.01794696,-6.31110787,2.378996454,45.48970667,6.744605746,9.046925685,57.01794696,0,0,0
14,3,15,147.6593404,28.19204798,16.5080027,359.5340177,4,0.4659823,0.893380649,0.449300586,14.74793016,7.417055285,9038.571362,0.199457544,9038.77082,95.07245037,-3.64026172,3.120526853,22.98919323,4.794704707,19.82863517,91.07245037,0,0,0
15,3,43,157.8754687,23.50267762,14.3856,0.0000268,3,0.0000268,1,2.68E-05,14.38559999,0.000385534,11085.46391,18.00104347,11103.46495,105.3729802,-4.002591887,-4.296142898,34.47758561,5.871761713,17.94571805,101.3729802,0,0,0
16,3,20,200.3589311,27.63378961,14.69752756,359.5184784,4,0.4815216,0.886291253,0.463128292,13.02629012,6.806840834,21836.2661,0.012466095,21836.27857,147.7710343,-5.361901764,2.510312402,35.05165888,5.920444145,24.95945078,143.7710343,0,0,0
17,3,28,261.3765716,27.41048626,10.7892,359.3469835,4,0.6530165,0.794254635,0.607585035,8.569372104,6.555356465,43592.6931,0.112194865,43592.80529,208.7889013,-9.818819777,2.258828033,101.5115259,10.07529284,20.72286181,204.7889013,0,0,0
18,3,17,71.45707212,19.65069483,11.58021564,9.021853782,2,9.021853782,-0.919918329,0.392110021,10.65285262,4.540718593,356.0441843,65.52492009,421.5691044,20.53214807,-7.735339262,0.24419016,59.89510233,7.739192615,2.653009053,16.53214807,0,0,0
19,3,32,258.5852797,31.03916569,11.99174566,359.4834451,5,0.5165549,0.869525828,0.493887471,10.42713258,5.92257294,42434.90437,10.84862049,42445.75299,206.023671,-7.961059306,1.626044507,66.02248601,8.125422205,25.35544194,202.023671,0,0,0
20,3,23,178.5868544,21.66042498,12.60166335,0.219438744,1,0.219438744,0.976019778,0.21768186,12.29947267,2.743153523,15875.72668,37.02742337,15912.7541,126.1457653,-6.088719212,-1.55337491,39.48547526,6.283746912,20.07492776,122.1457653,0,0,0
21,3,25,176.9679051,27.68961544,14.9879967,359.6931661,4,0.3068339,0.953294641,0.302041929,14.28797694,4.527003438,15470.37596,0.003116524,15470.37908,124.3799786,-4.100214944,0.230475006,16.86488132,4.10668739,30.28717962,120.3799786,0,0,0
22,3,37,253.3934768,24.22841351,9.590399998,359.7670108,3,0.2329892,0.972980576,0.230886984,9.33127291,2.214298533,40322.86401,12.36948433,40335.23349,200.8363351,-9.056918971,-2.082229899,86.3634626,9.293194424,21.61111948,196.8363351,0,0,0
23,3,22,173.8974841,32.04403079,14.9879967,359.5558656,5,0.4441344,0.902982932,0.429676419,13.5339052,6.439988755,14716.00573,18.47787178,14734.4836,121.3856812,-4.854286683,2.143460323,28.15852136,5.306460342,22.87507555,117.3856812,0,0,0
24,3,9,113.6614053,28.52700301,17.39293141,359.5642018,4,0.4357982,0.906533384,0.422134131,15.76727296,7.342149981,3729.968285,0.610838738,3730.579123,61.07846694,-2.620918919,3.045621549,16.1450266,4.01808743,15.20088052,57.07846694,0,0,0
25,3,21,270.9786156,24.00511016,8.995993615,359.7796166,3,0.2203834,0.975813708,0.218603766,8.77841389,1.966558084,47694.48762,13.99007689,47708.4777,218.4227042,-9.609777992,-2.329970348,97.77659487,9.888204836,22.08921718,214.4227042,0,0,0
